Data	Ano	Número do Mês	Mês	MMM-YYYY	Número do dia da semana	Dia da Semana	Semana	FY	Semana FY
21/04/2022 00:00:00	2022	4	abril	abr-2022	5	quinta-feira	17	2022	47
22/04/2022 00:00:00	2022	4	abril	abr-2022	6	sexta-feira	17	2022	47
23/04/2022 00:00:00	2022	4	abril	abr-2022	7	sábado	17	2022	47
24/04/2022 00:00:00	2022	4	abril	abr-2022	1	domingo	18	2022	48
25/04/2022 00:00:00	2022	4	abril	abr-2022	2	segunda-feira	18	2022	48
26/04/2022 00:00:00	2022	4	abril	abr-2022	3	terça-feira	18	2022	48
27/04/2022 00:00:00	2022	4	abril	abr-2022	4	quarta-feira	18	2022	48
28/04/2022 00:00:00	2022	4	abril	abr-2022	5	quinta-feira	18	2022	48
29/04/2022 00:00:00	2022	4	abril	abr-2022	6	sexta-feira	18	2022	48
30/04/2022 00:00:00	2022	4	abril	abr-2022	7	sábado	18	2022	48
01/05/2022 00:00:00	2022	5	maio	mai-2022	1	domingo	19	2022	49
02/05/2022 00:00:00	2022	5	maio	mai-2022	2	segunda-feira	19	2022	49
03/05/2022 00:00:00	2022	5	maio	mai-2022	3	terça-feira	19	2022	49
04/05/2022 00:00:00	2022	5	maio	mai-2022	4	quarta-feira	19	2022	49
05/05/2022 00:00:00	2022	5	maio	mai-2022	5	quinta-feira	19	2022	49
06/05/2022 00:00:00	2022	5	maio	mai-2022	6	sexta-feira	19	2022	49
07/05/2022 00:00:00	2022	5	maio	mai-2022	7	sábado	19	2022	49
08/05/2022 00:00:00	2022	5	maio	mai-2022	1	domingo	20	2022	50
09/05/2022 00:00:00	2022	5	maio	mai-2022	2	segunda-feira	20	2022	50
10/05/2022 00:00:00	2022	5	maio	mai-2022	3	terça-feira	20	2022	50
11/05/2022 00:00:00	2022	5	maio	mai-2022	4	quarta-feira	20	2022	50
12/05/2022 00:00:00	2022	5	maio	mai-2022	5	quinta-feira	20	2022	50
13/05/2022 00:00:00	2022	5	maio	mai-2022	6	sexta-feira	20	2022	50
14/05/2022 00:00:00	2022	5	maio	mai-2022	7	sábado	20	2022	50
15/05/2022 00:00:00	2022	5	maio	mai-2022	1	domingo	21	2022	51
16/05/2022 00:00:00	2022	5	maio	mai-2022	2	segunda-feira	21	2022	51
17/05/2022 00:00:00	2022	5	maio	mai-2022	3	terça-feira	21	2022	51
18/05/2022 00:00:00	2022	5	maio	mai-2022	4	quarta-feira	21	2022	51
19/05/2022 00:00:00	2022	5	maio	mai-2022	5	quinta-feira	21	2022	51
20/05/2022 00:00:00	2022	5	maio	mai-2022	6	sexta-feira	21	2022	51
21/05/2022 00:00:00	2022	5	maio	mai-2022	7	sábado	21	2022	51
22/05/2022 00:00:00	2022	5	maio	mai-2022	1	domingo	22	2022	52
23/05/2022 00:00:00	2022	5	maio	mai-2022	2	segunda-feira	22	2022	52
24/05/2022 00:00:00	2022	5	maio	mai-2022	3	terça-feira	22	2022	52
25/05/2022 00:00:00	2022	5	maio	mai-2022	4	quarta-feira	22	2022	52
26/05/2022 00:00:00	2022	5	maio	mai-2022	5	quinta-feira	22	2022	52
27/05/2022 00:00:00	2022	5	maio	mai-2022	6	sexta-feira	22	2022	52
28/05/2022 00:00:00	2022	5	maio	mai-2022	7	sábado	22	2022	52
29/05/2022 00:00:00	2022	5	maio	mai-2022	1	domingo	23	2022	53
30/05/2022 00:00:00	2022	5	maio	mai-2022	2	segunda-feira	23	2022	53
31/05/2022 00:00:00	2022	5	maio	mai-2022	3	terça-feira	23	2022	53
